PPFD,CO2,Pn,Cost
999.8519918487931,1199.9983863601265,29.461523120224683,1600.0376029143706
50.00385147845584,1037.935575407806,1.5028069247724716,80.24351775428873
682.1296492618727,1198.136298947341,25.839820645603513,1091.6814289526437
235.98391904083746,1199.998383874304,12.068834061348397,377.84868642107324
828.7638570854654,1199.993288084462,28.04640198463781,1326.2965861271712
730.8539827955697,1199.9974634889602,26.74612804226771,1169.6407882181709
173.47784720157756,1023.492935283128,7.577589501002635,277.79860816442454
296.4667548896251,1199.8792312742971,14.790681001577624,474.6211965312846
206.03685919268622,1198.5321222888904,10.569333609554334,329.9330553589344
419.1182400073451,1197.6870022234618,19.200078084328716,670.863071400103
332.7811675512532,1199.9906317605178,16.246205159997707,532.7242822649829
370.2703113535825,1198.614811204053,17.596584416953725,592.706597725692
971.4264720945306,1199.9962732321917,29.244795379230553,1554.5567708243202
900.9421965793995,1197.6431725228997,28.653009452792183,1441.7813918924023
175.1272785562736,1199.6508711317103,8.949091942696938,280.4779821764629
75.14183427265971,1023.492935283128,2.7271163672006935,120.46098747815593
138.38528025020975,1040.9975924938853,6.03494520614106,221.65450401199232
192.0717214802881,1198.5420565810825,9.845474857971936,307.58883729087404
321.69256365965066,1199.982263703255,15.815611215491494,514.9825141248093
576.390244028198,1199.5777813506056,23.595298973037597,922.498710217351
267.12073234382314,1199.8399952448194,13.517654857330456,427.66755148549555
370.1758401902676,1198.614811204053,17.593277669194343,592.555443864388
887.0773578333049,1194.6688694470167,28.46388673438512,1419.596969734217
632.3677690239788,1199.9167052883288,24.88547652332333,1012.0628277158181
262.765260877332,1199.9538397844694,13.322125326235607,420.69882317311004
486.6852955914892,1198.6477397089175,21.22913886525777,778.9705800364421
539.7166002949397,1199.9983863601265,22.69126774995483,863.8209764282052
81.55798615339472,1199.9953192159287,3.687293962045487,130.76719310033795
102.39475721391847,1199.9538397844694,4.8758787974452105,164.1060173116483
138.38528025020975,1040.9051555138674,6.034301013982059,221.65448287347866
