PPFD,CO2,Pn,Cost
999.6595899197218,1199.969682599855,29.459373445152778,1599.7297532638731
50.00016920966382,1030.711228155387,1.4789524039419035,80.23597405853333
880.916321954687,1195.0985029222204,28.42166392664017,1409.739410577128
426.5195620922496,1197.043117658152,19.417869254167563,682.7050394922533
326.66295478658435,1196.8535400587455,15.965467278072829,522.934424450532
933.3195459381279,1194.7509313161258,28.835731474579916,1493.5844894678644
273.18804315915696,1199.014845052307,13.779659509285779,437.37506009445997
222.8163766214816,1199.969682599855,11.424522906998064,356.7806119866886
301.3737328230662,1199.591515528664,14.991215305631215,482.47229542987554
654.5903542677489,1194.9655754385926,25.20525570916014,1047.6178318801344
87.39148690476486,1199.591244154399,4.0187050924815395,140.10070189853556
267.9134726184425,1199.014845052307,13.544986806521948,428.93574722931686
492.66731791932176,1199.6131389986024,21.42069171617914,788.5420365287455
587.9914927200896,1199.4692523906858,23.869482145613205,941.0606833059455
148.3342741021498,1195.3441356453684,7.462255259698338,237.60819018442626
200.58563512953577,1199.4604108347753,10.294441377764471,321.21130913917
731.3410556366478,1199.5029082544959,26.739881128017757,1170.4199916688706
108.08340280385941,1195.279583060229,5.190187094206621,173.20678134525895
55.04421383671706,1030.711228155387,1.7336571935812657,88.30644546181853
162.4784682665526,1199.9685295721056,8.26189904103444,260.2399583551275
454.49815514746615,1198.817436797341,20.305892766844018,727.4711941323815
245.93210830263325,1199.9232065296187,12.542795006032605,393.7657720483709
694.4978596672603,1199.5353648137357,26.109914226267247,1111.4708855400254
364.5744549560042,1198.6489045518472,17.396531269568264,583.5932352860428
620.4764575833333,1199.9663452022403,24.62745007871647,993.0367407624544
84.41780153857712,1196.6017707502986,3.844336875158831,135.3421216790467
550.3374581785887,1199.4751304011002,22.94798629555229,880.8142293837292
120.76723987272658,1195.2084644187291,5.911441456869952,193.5009043920162
137.25632497796494,1195.2822862726778,6.8429254617370106,219.88345744199913
844.879875806976,1199.9810041018854,28.211997770252744,1352.0822132724836
742.0182677431569,1199.5029082544959,26.907952082906775,1187.5035310392852
168.88542882494076,1199.591515528664,8.610546052974357,270.4910090328749
945.128944222058,1199.9251501701212,29.047901144625612,1512.4807099639227
971.387808989296,1199.9634285810264,29.24374987868555,1554.4949023450208
68.010763731259,1198.6489045518472,2.9185953506352575,109.09132932645039
386.735267049732,1199.439083097404,18.17787540386655,619.0507153342512
66.21367904019218,1198.801187090853,2.81769707188829,106.21602864475578
838.1425205039243,1197.2147111057286,28.07188653598986,1341.3018121909688
307.91319017203,1184.7733907826716,15.064208630474646,492.93203857543375
801.1854310517296,1199.969682599855,27.73268946202952,1282.1710990750853
605.0542520895119,1199.4317192080825,24.26506445418611,968.3610897139229
409.9237207738329,1195.281618336559,18.858245031385906,656.1512905626441
546.1155949969154,1176.4211846857759,22.187519864954588,874.053976310496
387.59391638848984,1199.4072288507955,18.20628886901943,620.424546991826
360.66739486154086,1197.4609703655203,17.237430996958736,577.3416674777895
511.2187732081896,1199.6189775683315,21.9292002826439,818.2243663260997
181.14240445117542,1198.8153198903137,9.268061695922412,290.1019925342214
770.6683339842926,1198.8123068311895,27.306993452289987,1233.343479098182
184.39859723356687,1198.8432490088485,9.44175474367303,295.31190737288614
343.15748576009906,1199.6356190020626,16.63330969939596,549.3263102147225
