u,h_fit,curvature
0.2001000500250125,0.05484145787882927,1.0692306038963082
0.20060030015007502,0.05490377533547256,1.0869187069792157
0.20110055027513754,0.05496637118592436,1.1044755117372014
0.2016008004002001,0.05502924998555891,1.121901099424699
0.20210105052526262,0.05509241625923591,1.1391955523905037
0.20260130065032514,0.05515587450136486,1.1563589548914337
0.2031015507753877,0.0552196291759701,1.1733913917511178
0.2036018009004502,0.05528368471675555,1.190292948914467
0.20410205102551274,0.05534804552716869,1.2070637144878573
0.20460230115057526,0.05541271598046623,1.2237037771755275
0.2051025512756378,0.055477700419778044,1.2402132270678685
0.20560280140070034,0.05554300315817213,1.256592155743679
0.20610305152576286,0.05560862847871936,1.272840656119012
0.2066033016508254,0.05567458063455783,1.288958822615545
0.20710355177588793,0.055740863848958114,1.3049467506243493
0.20760380190095046,0.05580748231538726,1.3208045374178758
0.20810405202601298,0.05587444019757399,1.3365322817063339
0.20860430215107553,0.05594174162957318,1.3521300833485348
0.20910455227613806,0.05600939071583052,1.3675980440245163
0.20960480240120058,0.056077391531247266,1.382936266671938
0.2101050525262631,0.056145748121244905,1.3981448559401852
0.21060530265132565,0.056214464501829584,1.4132239185613182
0.21110555277638818,0.05628354465965724,1.4281735625894567
0.2116058029014507,0.05635299255209806,1.4429938971123324
0.21210605302651325,0.056422812107301254,1.4576850333992872
0.21260630315157578,0.056493007224259165,1.4722470852259435
0.2131065532766383,0.05656358177287291,1.4866801672082288
0.21360680340170082,0.05663453959401638,1.5009843959658788
0.21410705352676337,0.05670588449960102,1.5151598902021137
0.2146073036518259,0.05677762027264083,1.529206770357305
0.21510755377688842,0.0568497506673164,1.543125159310046
0.21560780390195097,0.056922279409040516,1.55691518106868
0.2161080540270135,0.05699521019452199,1.5705769620109509
0.21660830415207602,0.057068546691830646,1.5841106311928415
0.21710855427713854,0.05714229254046217,1.597516319056067
0.2176088044022011,0.0572164513514026,1.6107941583380194
0.21810905452726362,0.057291026707192966,1.6239442842579122
0.21860930465232614,0.05736602216199415,1.6369668339275207
0.21910955477738867,0.0574414412416514,1.649861947047349
0.21960980490245122,0.057517287443759016,1.662629765599201
0.22011005502751374,0.0575935642377253,1.6752704335672863
0.22061030515257626,0.05767027506483674,1.6877840978531928
0.22111055527763882,0.05774742333832317,1.7001709077087
0.22161080540270134,0.05782501244342217,1.7124310144364516
0.22211105552776386,0.057903045737443926,1.7245645723594438
0.22261130565282639,0.05798152654983549,1.7365717386028225
0.22311155577788894,0.05806045818224622,1.7484526723432547
0.22361180590295146,0.05813984390859171,1.7602075353593565
0.22411205602801398,0.058219686975118964,1.7718364927310375
0.22461230615307654,0.05829999060047049,1.7833397124914507
0.22511255627813906,0.05838075797574992,1.7947173645481573
0.22561280640320158,0.058461992264585864,1.805969621807186
0.2261130565282641,0.058543696603196825,1.8170966608413333
0.22661330665332666,0.05862587410045589,1.8280986610707652
0.22711355677838918,0.05870852783795557,1.8389758040055626
0.2276138069034517,0.058791660870072565,1.8497282743390107
0.22811405702851423,0.05887527622403159,1.8603562607836437
0.22861430715357678,0.05895937689997131,1.8708599543650468
0.2291145572786393,0.059043965871008,1.8812395493071792
0.22961480740370183,0.05912904608330084,1.891495243280926
0.23011505752876438,0.05921462045611636,1.9016272364491165
0.2306153076538269,0.05930069188189314,1.9116357331364369
0.23111555777888942,0.05938726322630611,1.9215209408709173
0.23161580790395195,0.05947433732833241,1.9312830693892409
0.2321160580290145,0.059561917000314456,1.9409223329004284
0.23261630815407702,0.05965000502802583,1.9504389490241612
0.23311655827913955,0.059738604170735475,1.9598331378693659
0.2336168084042021,0.05982771716127257,1.9691051238045931
0.23411705852926462,0.05991734670609067,1.978255134667018
0.23461730865432714,0.060007495485333524,1.9872834009487572
0.23511755877938967,0.0600981661528983,1.996190157940205
0.23561780890445222,0.06018936133650136,2.004975643990231
0.23611805902951474,0.06028108363774282,2.0136401000378283
0.23661830915457727,0.0603733356321705,2.022183772268684
0.2371185592796398,0.060466119869345254,2.0306069099972515
0.23761880940470234,0.0605594388729058,2.038909765493143
0.23811905952976486,0.06065329514063264,2.0470925954497132
0.2386193096548274,0.06074769114451355,2.055155660028735
0.23911955977988994,0.06084262933080757,2.0630992233966676
0.23961980990495246,0.06093811212011012,2.070923553791486
0.240120060030015,0.06103414190741768,2.0786289220972
0.2406203101550775,0.06113072106219253,2.086215603729924
0.24112056028014006,0.06122785192842656,2.093683878309833
0.24162081040520259,0.06132553682470758,2.1010340286116214
0.2421210605302651,0.06142377804428208,2.108266342011283
0.24262131065532766,0.06152257785512181,2.115381109051323
0.24312156078039018,0.06162193849998693,2.12237862437591
0.2436218109054527,0.06172186219649156,2.129259186641494
0.24412206103051523,0.06182235113716817,2.1360230985567767
0.24462231115557778,0.06192340748953197,2.1426706671391087
0.2451225612806403,0.06202503339614654,2.1492022020398873
0.24562281140570283,0.062127230974687454,2.155618017688333
0.24612306153076535,0.06223000231800728,2.1619184330276067
0.2466233116558279,0.062333349494200684,2.1681037701932637
0.24712356178089043,0.06243727454666851,2.1741743553935735
0.24762381190595295,0.06254177949418302,2.1801305188997366
0.2481240620310155,0.062646866330952,2.18597259508198
0.24862431215607803,0.06275253702668393,2.1917009219643635
0.24912456228114055,0.06285879352665237,2.1973158418983396
0.24962481240620307,0.06296563775176053,2.202817701572764
0.2501250625312656,0.06307307159860658,2.208206850704106
0.25062531265632815,0.06318109693954768,2.213483643131422
0.2511255627813907,0.06328971562276481,2.2186484376519715
0.2516258129064532,0.06339892947232745,2.223701596156918
0.25212606303151575,0.06350874028825884,2.2286434840012976
0.2526263131565783,0.06361914984659928,2.2334744722042728
0.2531265632816408,0.06373015989947219,2.238194934636898
0.25362681340670334,0.06384177217514854,2.242805248396885
0.25412706353176584,0.06395398837811056,2.2473057959068763
0.2546273136568284,0.06406681018911776,2.251696962774942
0.25512756378189094,0.06418023926527058,2.2559791384761296
0.25562781390695344,0.06429427724007565,2.260152716348643
0.256128064032016,0.06440892572351026,2.264218093724669
0.25662831415707854,0.06452418630208674,2.268175672344455
0.25712856428214104,0.06464006053891788,2.272025856766198
0.2576288144072036,0.06475654997378111,2.2757690557237304
0.25812906453226614,0.06487365612318294,2.2794056818531456
0.25862931465732864,0.06499138048042447,2.282936151422351
0.2591295647823912,0.06510972451566482,2.2863608850542265
0.2596298149074537,0.0652286896759873,2.2896803058561943
0.26013006503251623,0.06534827738546299,2.292894841570725
0.2606303151575788,0.06546848904521532,2.296004923954554
0.2611305652826413,0.06558932603348624,2.299010986769502
0.26163081540770383,0.06571078970569885,2.3019134689415486
0.2621310655327664,0.06583288139452347,2.3047128127511782
0.2626313156578289,0.06595560240994204,2.3074094631167092
0.26313156578289143,0.0660789540393124,2.3100038695287974
0.263631815907954,0.0662029375474334,2.312496484571579
0.2641320660330165,0.06632755417660947,2.314887764020523
0.26463231615807903,0.06645280514671528,2.3171781672509235
0.2651325662831415,0.06657869165526029,2.3193681569545532
0.2656328164082041,0.06670521487745358,2.321458199582746
0.2661330665332666,0.06683237596626834,2.3234487643633304
0.2666333166583291,0.06696017605250708,2.325340324014214
0.2671335667833917,0.06708861624486526,2.327133355037893
0.2676338169084542,0.06721769762999749,2.328828335669153
0.2681340670335167,0.0673474212725808,2.3304257483264665
0.26863431715857927,0.06747778821537978,2.3319260792805525
0.2691345672836418,0.0676087994793118,2.3333298159494325
0.2696348174087043,0.06774045606351103,2.3346374499335334
0.27013506753376687,0.06787275894539291,2.335849476552882
0.2706353176588294,0.06800570908072,2.3369663923402646
0.2711355677838919,0.06813930740366538,2.337988697807457
0.27163581790895447,0.06827355482687789,2.3389168961639824
0.27213606803401696,0.06840845224154722,2.3397514930043877
0.2726363181590795,0.06854400051746727,2.3404929977923628
0.27313656828414207,0.06868020050310276,2.3411419210779223
0.27363681840920456,0.06881705302565219,2.341698776712796
0.2741370685342671,0.0689545588911132,2.342164081934388
0.27463731865932967,0.06909271888434747,2.342538355495475
0.27513756878439216,0.06923153376914487,2.342822119559824
0.2756378189094547,0.06937100428828867,2.3430158975650457
0.27613806903451726,0.06951113116362029,2.3431202158146154
0.27663831915957976,0.06965191509610245,2.343135603986643
0.2771385692846423,0.06979335676588679,2.3430625925367785
0.2776388194097048,0.06993545683237509,2.342901714951023
0.27813906953476736,0.07007821593428719,2.342653506953632
0.2786393196598299,0.07022163468972296,2.3423185058233758
0.2791395697848924,0.07036571369622924,2.341897251145535
0.27963981990995496,0.07051045353086241,2.341390284945162
0.2801400700350175,0.07065585475025489,2.3407981511368985
0.28064032016008,0.07080191789067858,2.3401213949289756
0.28114057028514255,0.07094864346811063,2.3393605632475953
0.2816408204102051,0.0710960319782967,2.3385162056824575
0.2821410705352676,0.07124408389681681,2.3375888738828863
0.28264132066033015,0.07139279967914967,2.3365791197136097
0.28314157078539265,0.07154217976073765,2.33548749666563
0.2836418209104552,0.07169222455705043,2.334314561306211
0.28414207103551775,0.07184293446365074,2.3330608713910594
0.28464232116058025,0.07199430985625876,2.3317269847000253
0.2851425712856428,0.07214635109081699,2.3303134610647422
0.28564282141070535,0.07229905850355384,2.328820862476272
0.28614307153576785,0.07245243241104997,2.327249751519456
0.2866433216608304,0.07260647311030156,2.3256006919015233
0.28714357178589295,0.07276118087878611,2.323874248280392
0.28764382191095544,0.07291655597452612,2.3220709864899485
0.288144072036018,0.0730725986361544,2.3201914743073035
0.28864432216108055,0.07322930908297828,2.318236279511203
0.28914457228614304,0.07338668751504537,2.316205970457151
0.2896448224112056,0.07354473411320639,2.314101117311694
0.2901450725362681,0.07370344903918188,2.3119222905214905
0.29064532266133064,0.07386283243562514,2.309670061188479
0.2911455727863932,0.07402288442618832,2.3073450008857876
0.2916458229114557,0.07418360511558583,2.304947682677603
0.29214607303651824,0.07434499458965993,2.302478679669201
0.2926463231615808,0.07450705291544556,2.299938564403629
0.2931465732866433,0.0746697801412338,2.297327911088012
0.29364682341170584,0.07483317629663788,2.2946472943077856
0.2941470735367684,0.07499724139265682,2.2918972889183964
0.2946473236618309,0.07516197542174116,2.289078469108831
0.29514757378689344,0.07532737835785702,2.2861914093723312
0.29564782391195593,0.07549345015655029,2.283236685680317
0.2961480740370185,0.07566019075501235,2.2802148728585263
0.29664832416208103,0.07582760007214423,2.2771265456399368
0.29714857428714353,0.07599567800862089,2.2739722798248967
0.2976488244122061,0.07616442444695687,2.2707526498984696
0.29814907453726863,0.07633383925157022,2.267468230333238
0.29864932466233113,0.07650392226884707,2.2641195963821374
0.2991495747873937,0.0766746733272071,2.2607073222241225
0.29964982491245623,0.07684609223716748,2.2572319810208934
0.3001500750375187,0.07701817879140804,2.2536941465803575
0.3006503251625813,0.07719093276483503,2.250094392968671
0.3011505752876438,0.07736435391464738,2.246433291755798
0.3016508254127063,0.0775384419804003,2.242711414344521
0.3021510755377689,0.07771319668406952,2.238929333197895
0.30265132566283137,0.0778886177301171,2.2350876188628837
0.3031515757878939,0.07806470480555569,2.2311868406422852
0.3036518259129565,0.07824145758001286,2.2272275680060716
0.30415207603801897,0.07841887570579598,2.2232103695433074
0.3046523261630815,0.07859695881795736,2.2191358120096925
0.3051525762881441,0.0787757065343582,2.215004462154767
0.30565282641320657,0.07895511845573334,2.2108168862211754
0.3061530765382691,0.07913519416575697,2.2065736474814517
0.30665332666333167,0.07931593323110613,2.2022753091059943
0.30715357678839417,0.07949733520152527,2.197922434253445
0.3076538269134567,0.07967939960989232,2.1935155836613784
0.3081540770385192,0.07986212597228186,2.189055316580092
0.30865432716358177,0.08004551378803113,2.1845421913131537
0.3091545772886443,0.08022956253980311,2.1799767652947786
0.3096548274137068,0.08041427169365284,2.1753595942870945
0.31015507753876936,0.08059964069909104,2.170691232068456
0.3106553276638319,0.08078566898914938,2.1659722312887513
0.3111555777888944,0.08097235598044436,2.161203143676168
0.31165582791395696,0.08115970107324316,2.156384518239546
0.3121560780390195,0.08134770365152744,2.1515169029913546
0.312656328164082,0.08153636308305776,2.146600844986224
0.31315657828914456,0.08172567871943984,2.141636887629415
0.31365682841420706,0.08191564989618731,2.136625573997987
0.3141570785392696,0.08210627593278726,2.1315674458578955
0.31465732866433216,0.08229755613276546,2.1264630413317342
0.31515757878939465,0.08248948978374995,2.121312898334777
0.3156578289144572,0.08268207615753623,2.116117552235159
0.31615807903951976,0.08287531451015284,2.110877535374047
